Online_id,Emotion_Label,Video_type,delta_Ch2_Ch1,delta_Ch3_Ch1,delta_Ch3_Ch2,delta_Ch4_Ch1,delta_Ch4_Ch2,delta_Ch4_Ch3,delta_Ch5_Ch1,delta_Ch5_Ch2,delta_Ch5_Ch3,delta_Ch5_Ch4,delta_Ch6_Ch1,delta_Ch6_Ch2,delta_Ch6_Ch3,delta_Ch6_Ch4,delta_Ch6_Ch5,theta_Ch2_Ch1,theta_Ch3_Ch1,theta_Ch3_Ch2,theta_Ch4_Ch1,theta_Ch4_Ch2,theta_Ch4_Ch3,theta_Ch5_Ch1,theta_Ch5_Ch2,theta_Ch5_Ch3,theta_Ch5_Ch4,theta_Ch6_Ch1,theta_Ch6_Ch2,theta_Ch6_Ch3,theta_Ch6_Ch4,theta_Ch6_Ch5,alpha_Ch2_Ch1,alpha_Ch3_Ch1,alpha_Ch3_Ch2,alpha_Ch4_Ch1,alpha_Ch4_Ch2,alpha_Ch4_Ch3,alpha_Ch5_Ch1,alpha_Ch5_Ch2,alpha_Ch5_Ch3,alpha_Ch5_Ch4,alpha_Ch6_Ch1,alpha_Ch6_Ch2,alpha_Ch6_Ch3,alpha_Ch6_Ch4,alpha_Ch6_Ch5,beta_Ch2_Ch1,beta_Ch3_Ch1,beta_Ch3_Ch2,beta_Ch4_Ch1,beta_Ch4_Ch2,beta_Ch4_Ch3,beta_Ch5_Ch1,beta_Ch5_Ch2,beta_Ch5_Ch3,beta_Ch5_Ch4,beta_Ch6_Ch1,beta_Ch6_Ch2,beta_Ch6_Ch3,beta_Ch6_Ch4,beta_Ch6_Ch5,gamma_Ch2_Ch1,gamma_Ch3_Ch1,gamma_Ch3_Ch2,gamma_Ch4_Ch1,gamma_Ch4_Ch2,gamma_Ch4_Ch3,gamma_Ch5_Ch1,gamma_Ch5_Ch2,gamma_Ch5_Ch3,gamma_Ch5_Ch4,gamma_Ch6_Ch1,gamma_Ch6_Ch2,gamma_Ch6_Ch3,gamma_Ch6_Ch4,gamma_Ch6_Ch5
S0021,Positive,,0.8704746329582318,0.642387305752798,0.5707495013978515,0.5544116784724926,0.7546693585606179,0.39414637178276757,0.5245168833746797,0.46934516351336547,0.8873079296148095,0.3722945725918734,0.40921143238612206,0.5851061701692042,0.34030642772395003,0.8770316379664408,0.38234875939199,0.8925809516993463,0.6435412983391234,0.4814296195347293,0.5226244230715699,0.666610955869165,0.2312404251578602,0.48219612545999296,0.33652029919140725,0.8789384906791508,0.15648824724803104,0.323910186105671,0.4441686970544477,0.13516807531715877,0.8360324225576211,0.14135298891159023,0.7789112468667544,0.5922346004889537,0.3253925772655324,0.34566085336899327,0.5776188431859703,0.05818170691859289,0.4032776032574549,0.20470182485088662,0.7995413895206499,0.05820347225882861,0.2044207905191467,0.3817063469453307,0.061358036489455384,0.7585364878488631,0.1081217364715839,0.4629396278980565,0.5441074286435301,0.1685474167246927,0.12888369395002613,0.3393672003029657,0.12484210406501477,0.35469256431037705,0.18316631443920015,0.5014738195948524,0.09441484482752416,0.11160618218753686,0.24196525810736702,0.11014335854943853,0.3924916317209359,0.13925493851538945,0.11123837377552584,0.4818543365040876,0.08324958685321564,0.09070049852625334,0.1364583403267181,0.18617216466863762,0.34350914950635886,0.07971852111936661,0.3567463277401268,0.14546416460818876,0.09134908294337593,0.15532108078855275,0.13133387264752427,0.2845905888857619,0.16342171312732678
S0021,Positive,,0.8704746329582318,0.642387305752798,0.5707495013978515,0.5544116784724926,0.7546693585606179,0.39414637178276757,0.5245168833746797,0.46934516351336547,0.8873079296148095,0.3722945725918734,0.40921143238612206,0.5851061701692042,0.34030642772395003,0.8770316379664408,0.38234875939199,0.8925809516993463,0.6435412983391234,0.4814296195347293,0.5226244230715699,0.666610955869165,0.2312404251578602,0.48219612545999296,0.33652029919140725,0.8789384906791508,0.15648824724803104,0.323910186105671,0.4441686970544477,0.13516807531715877,0.8360324225576211,0.14135298891159023,0.7789112468667544,0.5922346004889537,0.3253925772655324,0.34566085336899327,0.5776188431859703,0.05818170691859289,0.4032776032574549,0.20470182485088662,0.7995413895206499,0.05820347225882861,0.2044207905191467,0.3817063469453307,0.061358036489455384,0.7585364878488631,0.1081217364715839,0.4629396278980565,0.5441074286435301,0.1685474167246927,0.12888369395002613,0.3393672003029657,0.12484210406501477,0.35469256431037705,0.18316631443920015,0.5014738195948524,0.09441484482752416,0.11160618218753686,0.24196525810736702,0.11014335854943853,0.3924916317209359,0.13925493851538945,0.11123837377552584,0.4818543365040876,0.08324958685321564,0.09070049852625334,0.1364583403267181,0.18617216466863762,0.34350914950635886,0.07971852111936661,0.3567463277401268,0.14546416460818876,0.09134908294337593,0.15532108078855275,0.13133387264752427,0.2845905888857619,0.16342171312732678
S0021,Positive,,0.8704746329582318,0.642387305752798,0.5707495013978515,0.5544116784724926,0.7546693585606179,0.39414637178276757,0.5245168833746797,0.46934516351336547,0.8873079296148095,0.3722945725918734,0.40921143238612206,0.5851061701692042,0.34030642772395003,0.8770316379664408,0.38234875939199,0.8925809516993463,0.6435412983391234,0.4814296195347293,0.5226244230715699,0.666610955869165,0.2312404251578602,0.48219612545999296,0.33652029919140725,0.8789384906791508,0.15648824724803104,0.323910186105671,0.4441686970544477,0.13516807531715877,0.8360324225576211,0.14135298891159023,0.7789112468667544,0.5922346004889537,0.3253925772655324,0.34566085336899327,0.5776188431859703,0.05818170691859289,0.4032776032574549,0.20470182485088662,0.7995413895206499,0.05820347225882861,0.2044207905191467,0.3817063469453307,0.061358036489455384,0.7585364878488631,0.1081217364715839,0.4629396278980565,0.5441074286435301,0.1685474167246927,0.12888369395002613,0.3393672003029657,0.12484210406501477,0.35469256431037705,0.18316631443920015,0.5014738195948524,0.09441484482752416,0.11160618218753686,0.24196525810736702,0.11014335854943853,0.3924916317209359,0.13925493851538945,0.11123837377552584,0.4818543365040876,0.08324958685321564,0.09070049852625334,0.1364583403267181,0.18617216466863762,0.34350914950635886,0.07971852111936661,0.3567463277401268,0.14546416460818876,0.09134908294337593,0.15532108078855275,0.13133387264752427,0.2845905888857619,0.16342171312732678
S0021,Calm,,0.8704746329582318,0.642387305752798,0.5707495013978515,0.5544116784724926,0.7546693585606179,0.39414637178276757,0.5245168833746797,0.46934516351336547,0.8873079296148095,0.3722945725918734,0.40921143238612206,0.5851061701692042,0.34030642772395003,0.8770316379664408,0.38234875939199,0.8925809516993463,0.6435412983391234,0.4814296195347293,0.5226244230715699,0.666610955869165,0.2312404251578602,0.48219612545999296,0.33652029919140725,0.8789384906791508,0.15648824724803104,0.323910186105671,0.4441686970544477,0.13516807531715877,0.8360324225576211,0.14135298891159023,0.7789112468667544,0.5922346004889537,0.3253925772655324,0.34566085336899327,0.5776188431859703,0.05818170691859289,0.4032776032574549,0.20470182485088662,0.7995413895206499,0.05820347225882861,0.2044207905191467,0.3817063469453307,0.061358036489455384,0.7585364878488631,0.1081217364715839,0.4629396278980565,0.5441074286435301,0.1685474167246927,0.12888369395002613,0.3393672003029657,0.12484210406501477,0.35469256431037705,0.18316631443920015,0.5014738195948524,0.09441484482752416,0.11160618218753686,0.24196525810736702,0.11014335854943853,0.3924916317209359,0.13925493851538945,0.11123837377552584,0.4818543365040876,0.08324958685321564,0.09070049852625334,0.1364583403267181,0.18617216466863762,0.34350914950635886,0.07971852111936661,0.3567463277401268,0.14546416460818876,0.09134908294337593,0.15532108078855275,0.13133387264752427,0.2845905888857619,0.16342171312732678
S0031,Calm,,0.9442624368424405,0.7912824100490105,0.7045298846044629,0.7256578049411382,0.7919677661975221,0.5459785685163531,0.6886504737116586,0.6227726564555546,0.9036516431172049,0.4681278494227333,0.566450974000427,0.6615667883593834,0.4290092932888079,0.9025508152055551,0.41071528103935445,0.9339210324446431,0.7616056786176293,0.6523910010376118,0.6456142655583639,0.7435898274509818,0.3488304196353611,0.5918084482516508,0.5154303226624811,0.9040936159217872,0.22757151623394103,0.41749844671230985,0.5572228104151365,0.19410449408581268,0.8825093354177557,0.17023216113190692,0.8464296096769087,0.7005675812353667,0.5583474023213907,0.6208445595087742,0.6926013441297821,0.31130691403097416,0.5233992775826766,0.46416313932007813,0.8129308655625199,0.18916456137083562,0.39744757355273647,0.5420159222289408,0.21976862541076791,0.8287951034976947,0.13601571867375292,0.6122258942636021,0.5743606465890363,0.3187667303766133,0.4304753236128231,0.5395787227639912,0.1816096813224215,0.4171330893812471,0.3898740584645285,0.6397182280497127,0.19202784730309053,0.18741161561886047,0.4232676707556722,0.1506469089676385,0.6533783393933199,0.23316202270495756,0.08586748398525124,0.365065070567411,0.057236000904118005,0.21997371156755977,0.21278279054361846,0.4353692561620209,0.17348896584059492,0.3472550179486716,0.4182137880676165,0.3774109095091948,0.16275821160570472,0.18794640604242574,0.20566001740235135,0.3749057140526498,0.3957325494153729
S0031,Calm,,0.9442624368424405,0.7912824100490105,0.7045298846044629,0.7256578049411382,0.7919677661975221,0.5459785685163531,0.6886504737116586,0.6227726564555546,0.9036516431172049,0.4681278494227333,0.566450974000427,0.6615667883593834,0.4290092932888079,0.9025508152055551,0.41071528103935445,0.9339210324446431,0.7616056786176293,0.6523910010376118,0.6456142655583639,0.7435898274509818,0.3488304196353611,0.5918084482516508,0.5154303226624811,0.9040936159217872,0.22757151623394103,0.41749844671230985,0.5572228104151365,0.19410449408581268,0.8825093354177557,0.17023216113190692,0.8464296096769087,0.7005675812353667,0.5583474023213907,0.6208445595087742,0.6926013441297821,0.31130691403097416,0.5233992775826766,0.46416313932007813,0.8129308655625199,0.18916456137083562,0.39744757355273647,0.5420159222289408,0.21976862541076791,0.8287951034976947,0.13601571867375292,0.6122258942636021,0.5743606465890363,0.3187667303766133,0.4304753236128231,0.5395787227639912,0.1816096813224215,0.4171330893812471,0.3898740584645285,0.6397182280497127,0.19202784730309053,0.18741161561886047,0.4232676707556722,0.1506469089676385,0.6533783393933199,0.23316202270495756,0.08586748398525124,0.365065070567411,0.057236000904118005,0.21997371156755977,0.21278279054361846,0.4353692561620209,0.17348896584059492,0.3472550179486716,0.4182137880676165,0.3774109095091948,0.16275821160570472,0.18794640604242574,0.20566001740235135,0.3749057140526498,0.3957325494153729
S0031,Negative,,0.9442624368424405,0.7912824100490105,0.7045298846044629,0.7256578049411382,0.7919677661975221,0.5459785685163531,0.6886504737116586,0.6227726564555546,0.9036516431172049,0.4681278494227333,0.566450974000427,0.6615667883593834,0.4290092932888079,0.9025508152055551,0.41071528103935445,0.9339210324446431,0.7616056786176293,0.6523910010376118,0.6456142655583639,0.7435898274509818,0.3488304196353611,0.5918084482516508,0.5154303226624811,0.9040936159217872,0.22757151623394103,0.41749844671230985,0.5572228104151365,0.19410449408581268,0.8825093354177557,0.17023216113190692,0.8464296096769087,0.7005675812353667,0.5583474023213907,0.6208445595087742,0.6926013441297821,0.31130691403097416,0.5233992775826766,0.46416313932007813,0.8129308655625199,0.18916456137083562,0.39744757355273647,0.5420159222289408,0.21976862541076791,0.8287951034976947,0.13601571867375292,0.6122258942636021,0.5743606465890363,0.3187667303766133,0.4304753236128231,0.5395787227639912,0.1816096813224215,0.4171330893812471,0.3898740584645285,0.6397182280497127,0.19202784730309053,0.18741161561886047,0.4232676707556722,0.1506469089676385,0.6533783393933199,0.23316202270495756,0.08586748398525124,0.365065070567411,0.057236000904118005,0.21997371156755977,0.21278279054361846,0.4353692561620209,0.17348896584059492,0.3472550179486716,0.4182137880676165,0.3774109095091948,0.16275821160570472,0.18794640604242574,0.20566001740235135,0.3749057140526498,0.3957325494153729
S0031,Negative,,0.9442624368424405,0.7912824100490105,0.7045298846044629,0.7256578049411382,0.7919677661975221,0.5459785685163531,0.6886504737116586,0.6227726564555546,0.9036516431172049,0.4681278494227333,0.566450974000427,0.6615667883593834,0.4290092932888079,0.9025508152055551,0.41071528103935445,0.9339210324446431,0.7616056786176293,0.6523910010376118,0.6456142655583639,0.7435898274509818,0.3488304196353611,0.5918084482516508,0.5154303226624811,0.9040936159217872,0.22757151623394103,0.41749844671230985,0.5572228104151365,0.19410449408581268,0.8825093354177557,0.17023216113190692,0.8464296096769087,0.7005675812353667,0.5583474023213907,0.6208445595087742,0.6926013441297821,0.31130691403097416,0.5233992775826766,0.46416313932007813,0.8129308655625199,0.18916456137083562,0.39744757355273647,0.5420159222289408,0.21976862541076791,0.8287951034976947,0.13601571867375292,0.6122258942636021,0.5743606465890363,0.3187667303766133,0.4304753236128231,0.5395787227639912,0.1816096813224215,0.4171330893812471,0.3898740584645285,0.6397182280497127,0.19202784730309053,0.18741161561886047,0.4232676707556722,0.1506469089676385,0.6533783393933199,0.23316202270495756,0.08586748398525124,0.365065070567411,0.057236000904118005,0.21997371156755977,0.21278279054361846,0.4353692561620209,0.17348896584059492,0.3472550179486716,0.4182137880676165,0.3774109095091948,0.16275821160570472,0.18794640604242574,0.20566001740235135,0.3749057140526498,0.3957325494153729
S0031,Negative,,0.9442624368424405,0.7912824100490105,0.7045298846044629,0.7256578049411382,0.7919677661975221,0.5459785685163531,0.6886504737116586,0.6227726564555546,0.9036516431172049,0.4681278494227333,0.566450974000427,0.6615667883593834,0.4290092932888079,0.9025508152055551,0.41071528103935445,0.9339210324446431,0.7616056786176293,0.6523910010376118,0.6456142655583639,0.7435898274509818,0.3488304196353611,0.5918084482516508,0.5154303226624811,0.9040936159217872,0.22757151623394103,0.41749844671230985,0.5572228104151365,0.19410449408581268,0.8825093354177557,0.17023216113190692,0.8464296096769087,0.7005675812353667,0.5583474023213907,0.6208445595087742,0.6926013441297821,0.31130691403097416,0.5233992775826766,0.46416313932007813,0.8129308655625199,0.18916456137083562,0.39744757355273647,0.5420159222289408,0.21976862541076791,0.8287951034976947,0.13601571867375292,0.6122258942636021,0.5743606465890363,0.3187667303766133,0.4304753236128231,0.5395787227639912,0.1816096813224215,0.4171330893812471,0.3898740584645285,0.6397182280497127,0.19202784730309053,0.18741161561886047,0.4232676707556722,0.1506469089676385,0.6533783393933199,0.23316202270495756,0.08586748398525124,0.365065070567411,0.057236000904118005,0.21997371156755977,0.21278279054361846,0.4353692561620209,0.17348896584059492,0.3472550179486716,0.4182137880676165,0.3774109095091948,0.16275821160570472,0.18794640604242574,0.20566001740235135,0.3749057140526498,0.3957325494153729
S0031,Calm,,0.9442624368424405,0.7912824100490105,0.7045298846044629,0.7256578049411382,0.7919677661975221,0.5459785685163531,0.6886504737116586,0.6227726564555546,0.9036516431172049,0.4681278494227333,0.566450974000427,0.6615667883593834,0.4290092932888079,0.9025508152055551,0.41071528103935445,0.9339210324446431,0.7616056786176293,0.6523910010376118,0.6456142655583639,0.7435898274509818,0.3488304196353611,0.5918084482516508,0.5154303226624811,0.9040936159217872,0.22757151623394103,0.41749844671230985,0.5572228104151365,0.19410449408581268,0.8825093354177557,0.17023216113190692,0.8464296096769087,0.7005675812353667,0.5583474023213907,0.6208445595087742,0.6926013441297821,0.31130691403097416,0.5233992775826766,0.46416313932007813,0.8129308655625199,0.18916456137083562,0.39744757355273647,0.5420159222289408,0.21976862541076791,0.8287951034976947,0.13601571867375292,0.6122258942636021,0.5743606465890363,0.3187667303766133,0.4304753236128231,0.5395787227639912,0.1816096813224215,0.4171330893812471,0.3898740584645285,0.6397182280497127,0.19202784730309053,0.18741161561886047,0.4232676707556722,0.1506469089676385,0.6533783393933199,0.23316202270495756,0.08586748398525124,0.365065070567411,0.057236000904118005,0.21997371156755977,0.21278279054361846,0.4353692561620209,0.17348896584059492,0.3472550179486716,0.4182137880676165,0.3774109095091948,0.16275821160570472,0.18794640604242574,0.20566001740235135,0.3749057140526498,0.3957325494153729
